latitude,longitude,acq_date_converted,month,label,temp_max,rain,wind_speed_ms,wind_speed_kmh,humidity,ffmc,dmc,dc,isi,bui,fwi
20.7154,39.82643,15-07-2019,7,0,38.9,0,29.2,105.12,93,81.4142,6.6576,25.706,265.5563,8.0822,87.316
17.39508,42.46526,22-07-2022,7,0,36.2,0,25.8,92.88,81,85.0477,7.6644,25.22,228.6444,8.7108,81.8231
18.24533,42.57877,10/5/2018,5,0,26.3,4.4,18.8,67.68,56,87.2607,9.1739,22.138,87.6525,9.1573,46.3675
19.29036,41.74397,12/6/2018,6,0,40.9,0,17.8,64.08,68,87.6072,9.5383,25.766,76.8202,9.9075,43.7923
18.2455,42.57883,23-07-2021,7,0,22.8,0,31.4,113.04,78,84.2496,7.2349,22.808,566.4506,8.07,134.1881
19.28804,41.74424,1/3/2018,3,0,25.2,2.2,7.6,27.36,95,78.6993,6.2242,19.24,3.9756,6.8823,3.451
19.28968,41.74674,1/8/2020,8,0,28.1,0.5,13.9,50.04,93,79.9628,6.422,23.062,14.1002,7.5724,11.9273
16.73669,43.05102,8/6/2025,6,0,39,0,19,68.4,65,87.8518,9.6949,25.424,98.9044,9.9266,51.3965
18.39289,42.71959,2/9/2023,9,0,31.4,0,19.4,69.84,48,89.524,9.0088,22.356,135.1823,9.0053,60.3646
18.24729,42.5788,4/11/2017,11,0,21.7,0,17.7,63.72,96,77.5226,6.1209,18.61,22.4725,6.7179,16.369
18.2461,42.5764,4/1/2018,1,0,16,0,23.3,83.88,95,77.5249,6.1053,17.584,62.0747,6.5366,33.2131
17.44052,42.74555,21-12-2017,12,0,29.8,0,17,61.2,69,85.6092,7.0886,20.068,50.0788,7.5287,30.118
19.28852,41.74553,19-12-2017,12,0,30.7,0,14.2,51.12,85,83.5653,6.5421,20.23,22.8357,7.235,17.0206
17.50892,44.22454,21-02-2023,2,0,28.4,0,20.8,74.88,37,90.9852,8.64,19.816,214.7839,8.5995,78.5565
18.24726,42.57645,24-07-2024,7,0,27.3,0,21.6,77.76,63,86.2724,8.4679,23.618,126.6045,8.9308,57.8349
19.29132,41.74513,16-11-2017,11,0,33,0,22.8,82.08,91,81.5598,6.4069,20.644,84.5978,7.2155,41.9509
19.2896,41.74416,24-02-2020,2,0,32.8,0,20.7,74.52,88,82.8074,6.5779,20.608,67.3357,7.317,36.3365
19.28992,41.74396,3/4/2025,4,0,35.4,0,19.4,69.84,64,87.4269,9.1856,22.326,100.0772,9.1723,50.4292
19.29013,41.74465,15-12-2021,12,0,30.3,0,14.6,52.56,88,82.462,6.4282,20.158,21.322,7.1535,16.099
17.59683,42.65779,2/1/2020,1,0,32.1,0.3,17.3,62.28,92,80.9679,6.327,20.482,29.1337,7.14,20.2588
19.29131,41.74396,25-05-2018,5,0,38.7,0,12.9,46.44,55,89.55,10.7151,24.37,41.7307,10.6703,30.1292
19.28999,41.74705,29-07-2021,7,0,36,0,19,68.4,64,87.5264,9.1367,25.184,94.4057,9.5823,49.332
20.71682,39.82671,9/8/2021,8,0,44.3,0,41.8,150.48,34,94.5123,12.1859,25.978,15899.7694,12.11,809.8461
19.28794,41.74458,15-02-2025,2,0,29,1.2,20.7,74.52,97,77.604,6.1283,19.924,38.9769,6.9287,24.6542
19.71026,42.08677,18-02-2019,2,0,16.6,0,48.5,174.6,96,76.6864,6.1006,17.692,5636.6379,6.5525,421.8608
16.97572,43.23106,10/5/2025,5,0,27.7,0.2,14.1,50.76,62,86.4685,8.8812,22.39,33.3894,8.9184,24.1877
18.01969,42.7356,30-10-2024,10,0,18.5,0.5,14.8,53.28,87,81.3339,6.3861,19.034,19.3033,6.946,14.7625
17.49764,44.18132,2/4/2025,4,0,31.5,0,16.5,59.4,37,91.5265,10.9791,21.624,106.3337,10.8664,55.4346
16.73975,43.05004,21-03-2018,3,0,34.1,0,23.8,85.68,72,85.7246,7.6801,20.842,174.7325,7.995,67.9408
20.71651,39.82687,25-07-2022,7,0,35.7,0,34.3,123.48,68,86.7712,8.7657,25.13,1360.336,9.3649,224.3094
20.71666,39.82706,5/3/2018,3,0,31.8,0,20.6,74.16,91,81.3933,6.5047,20.428,55.6632,7.2434,31.9239
20.71615,39.82708,14-01-2018,1,0,29.8,0,17.4,62.64,80,84.842,6.7608,20.068,48.431,7.3398,29.1927
18.24654,42.57738,14-02-2019,2,0,19.5,0,27.1,97.56,78,83.7775,6.6438,18.214,243.8072,6.9499,79.4786
18.24413,42.57682,17-10-2018,10,0,20.9,0,17,61.2,85,82.2123,6.5,19.466,31.9525,7.0853,21.5907
20.71348,39.82851,27-07-2018,7,0,42.8,0,36.9,132.84,77,86.0348,8.3713,26.408,1964.7232,9.3404,271.3384
19.28871,41.74513,9/7/2023,7,0,40.2,0,24.6,88.56,42,92.2217,11.6257,25.94,509.977,11.5717,140.8742
18.24327,42.57772,27-04-2025,4,0,26.9,0,16.5,59.4,50,88.3459,9.394,20.796,67.4551,9.3368,39.4656
19.29114,41.74456,9/8/2022,8,0,33.2,0,20.6,74.16,85,83.9312,7.0622,23.98,76.5262,8.1349,40.8795
19.28995,41.74381,2/1/2018,1,0,27.2,0,10.4,37.44,99,76.1005,6.0348,19.6,5.3973,6.82,4.8019
19.28819,41.74434,12/6/2025,6,0,41,0,22.5,81,51,90.7103,11.4309,25.784,281.1289,11.382,100.299
18.56824,41.81279,29-01-2018,1,0,28.5,0,21,75.6,82,84.1146,6.6559,19.834,84.325,7.2388,41.9067
16.73687,43.04946,11/6/2021,6,0,39.5,0,26.8,96.48,80,85.0477,8.1377,25.514,274.1216,9.0551,92.0314
18.57413,41.81482,14-07-2021,7,0,35.9,0,28.8,103.68,51,89.8305,10.2579,25.166,777.2654,10.249,170.8962
20.30971,41.69101,4/8/2022,8,0,32.6,3.5,20.1,72.36,81,85.0177,7.3219,23.872,80.9671,8.2884,42.65
19.89175,41.67114,3/1/2018,1,0,16.6,0.1,19.6,70.56,94,78.1839,6.1307,17.692,33.4963,6.5699,21.7567
18.24628,42.57763,11/5/2025,5,0,25.8,0,19.5,70.2,49,88.3497,9.6117,22.048,116.3059,9.5712,56.1454
19.29208,41.74467,18-03-2018,3,0,32.8,0,15.5,55.8,77,85.0477,7.3291,20.608,35.2938,7.7593,23.9176
20.58975,40.64624,30-10-2018,10,0,23.2,0,9.7,34.92,70,85.0477,7.1046,19.88,12.3242,7.5044,10.6508
20.7145,39.82393,26-07-2022,7,0,39.7,0,23.5,84.6,74,86.2081,8.4914,25.85,177.0921,9.3249,71.8451
20.71577,39.82664,31-01-2024,1,0,28.8,0,31.4,113.04,58,87.3131,7.9756,25.442,868.3067,8.9427,174.4239
17.36246,42.57244,10/11/2017,11,0,35.6,0,22.6,81.36,78,85.0477,7.0705,21.112,127.9546,7.6968,55.5433
16.73546,43.05118,30-04-2025,4,0,39.1,0,18.8,67.68,69,87.1171,9.0212,22.992,85.8766,9.1081,45.6877
20.71704,39.82492,6/11/2017,11,0,34,0,19.2,69.12,76,85.0477,7.1169,20.824,69.0549,7.6756,37.5212
19.28993,41.74452,3/2/2024,2,0,26.8,0,17.8,64.08,61,86.5109,7.5456,19.528,65.7215,7.6761,36.3263
20.71914,39.82487,17-02-2019,2,0,29,0,27.2,97.92,48,89.1406,8.2234,19.924,526.6653,8.2087,129.4946
19.28977,41.74566,9/1/2021,1,0,26.1,0,12.4,44.64,93,79.748,6.2344,19.402,10.5069,6.9144,9.0043
20.71677,39.82598,24-03-2018,3,0,38,0,25.6,92.16,44,91.4588,9.7324,21.544,548.8119,9.6751,138.9561
18.01961,42.73029,27-07-2020,7,0,20.1,7,11.5,41.4,84,82.4719,8.8722,30.784,12.1657,10.3134,12.0604
20.7185,39.82588,4/2/2024,2,0,29,0,30.3,109.08,53,88.2854,8.0096,19.924,817.4324,8.0072,163.704
20.71682,39.82682,25-05-2022,5,0,41.7,0,30.3,109.08,43,92.3086,12.4226,24.91,1451.904,12.3176,251.0843
19.28856,41.74242,5/3/2022,3,0,32.6,0,17,61.2,78,85.0477,7.2638,20.572,46.3311,7.7162,28.8099
19.28999,41.74705,19-10-2018,10,0,29.7,0.5,10.9,39.24,89,82.0966,9.6501,31.234,10.4181,10.8893,10.8962
19.7142,42.08934,22-09-2024,9,0,28.8,0,24.6,88.56,74,85.0477,7.3841,21.888,183.9167,8.0114,70.105
20.71748,39.82858,1/2/2018,2,0,28.3,0.4,16.6,59.76,71,85.0477,7.2111,19.798,43.0883,7.5486,27.2103
16.86266,43.19355,13-08-2021,8,0,37.6,0,21.6,77.76,74,85.8686,9.2208,30.074,119.6185,10.4395,58.7954
16.73803,43.05151,8/2/2018,2,0,30.4,0,18.4,66.24,80,84.9347,6.8949,20.176,58.8061,7.4365,33.4039
20.71772,39.82148,29-06-2018,6,0,38.8,0,26.5,95.4,47,91.0531,11.5673,25.388,609.9121,11.5054,155.1188
16.736,43.05045,2/8/2024,8,0,30.6,0.3,20.3,73.08,91,81.2257,6.589,23.512,51.7019,7.749,31.0733
16.73653,43.05135,19-04-2018,4,0,34.4,0,22.7,81.72,76,85.0477,8.0655,22.146,130.2969,8.4434,57.8197
19.29101,41.7444,5/4/2019,4,0,33,2.6,16.1,57.96,79,85.0477,7.7361,21.894,39.3521,8.2152,26.3261
16.73772,43.05151,20-06-2018,6,0,39.9,0,28.2,101.52,77,85.5663,8.4826,25.586,379.6883,9.2765,111.7
16.73596,43.05148,11/12/2017,12,0,32.9,0,26.2,94.32,74,85.1305,7.0046,20.626,248.6737,7.5766,82.4428
21.12045,40.12787,7/8/2020,8,0,25,0.8,16.3,58.68,78,84.593,7.1854,22.504,38.3451,7.9916,25.6075
18.38896,42.7253,8/1/2018,1,0,18.7,0,17.4,62.64,69,85.0477,6.7556,18.07,49.8179,6.9838,29.2693
21.2034,40.44316,15-03-2020,3,0,22.7,0,17.4,62.64,42,88.9022,9.0451,22.994,86.0202,9.1207,45.7572
20.71737,39.82499,13-02-2018,2,0,35,0,40.1,144.36,57,88.6366,8.205,21.004,5086.3961,8.3022,424.8731
16.73702,43.05034,20-08-2023,8,0,41,0,18.7,67.32,63,88.556,9.2158,25.384,103.6173,9.662,52.4324
16.56227,42.95177,4/7/2023,7,0,38.4,0,19.1,68.76,82,85.0477,7.6698,25.616,67.8135,8.7728,38.768
17.39099,44.28212,7/5/2020,5,0,31.5,0,17.2,61.92,76,85.0477,8.0598,23.074,48.0429,8.6051,30.66
20.71467,39.82617,15-07-2018,7,0,41.9,0,29,104.4,48,91.4202,11.2514,26.246,1011.3465,11.2185,202.0484
16.85647,43.20528,1/12/2017,12,0,31.7,0.1,15.2,54.72,87,83.0302,6.4846,20.41,25.5428,7.228,18.4873
20.71514,39.82713,26-08-2024,8,0,38.6,0,19.9,71.64,74,86.0256,8.1309,24.952,89.8323,8.9614,46.7559
18.2474,42.57584,2/2/2018,2,0,15.5,0.1,21.4,77.04,87,80.926,6.3065,17.494,61.0035,6.6341,32.9853
20.00709,40.84281,10/8/2019,8,0,35.1,0.5,19.9,71.64,85,84.224,7.121,24.322,70.0918,8.2231,38.7583
20.71474,39.8267,18-06-2019,6,0,42.8,0,44.8,161.28,24,96.2889,14.7836,26.108,34908.0673,14.617,1222.2009
18.91201,42.47878,21-02-2018,2,0,25.2,0,28.5,102.6,86,82.4075,6.523,19.24,263.6152,7.0611,83.5893
19.28711,41.74348,11/2/2018,2,0,32.3,0,15.5,55.8,66,86.538,7.6131,20.518,43.4684,7.899,27.8057
17.20375,42.60007,19-06-2022,6,0,38,0,25.8,92.88,86,84.335,7.4411,25.244,207.4796,8.5682,76.8806
20.71673,39.82942,12/7/2023,7,0,41.7,0,43.4,156.24,25,95.8881,13.5389,26.21,25650.4363,13.4166,1038.2354
20.71685,39.82469,28-02-2018,2,0,32.8,0,21.6,77.76,84,84.1864,6.7705,20.608,94.9306,7.4346,45.5816
17.54952,43.2281,19-01-2018,1,0,17.6,0,17.3,62.28,94,78.315,6.1381,17.872,22.3214,6.605,16.1867
21.139,40.21325,31-07-2020,7,0,21.7,0,17.2,61.92,89,80.9465,6.589,22.61,28.5411,7.6237,20.4337
17.50813,42.58554,16-07-2021,7,0,38.9,0,40.4,145.44,67,87.4926,9.9588,30.234,4558.7881,10.9229,432.6686
18.24578,42.57595,3/8/2022,8,0,21.7,0.2,11.6,41.76,97,77.0498,6.1412,21.91,7.1673,7.2218,6.5173
18.24571,42.57695,15-02-2018,2,0,22.7,0,18.6,66.96,62,85.7064,7.2847,18.79,67.8578,7.3985,36.6526
16.38382,43.10143,28-12-2020,12,0,30.7,0,25.9,93.24,86,83.2137,6.5059,20.23,182.1768,7.2128,67.5456
18.24401,42.57657,5/2/2019,2,0,20.1,0.1,19.8,71.28,84,82.3838,6.4818,18.322,54.2355,6.8793,30.8464
19.21669,41.52374,10/12/2018,12,0,32.5,0,19.9,71.64,72,85.4687,7.0691,20.554,83.1059,7.6019,42.1687
19.28862,41.74602,14-10-2021,10,0,38.1,0,23.1,83.16,71,86.569,7.7225,22.562,173.3113,8.323,68.4472
20.7157,39.82807,12/7/2020,7,0,41,0,33.2,119.52,53,90.3663,10.6471,26.084,1864.3764,10.6375,273.8401
20.7174,39.82447,23-01-2018,1,0,30.8,0,23.5,84.6,95,79.1179,6.1964,20.248,73.9611,7.0211,38.1279
20.71613,39.8257,5/1/2018,1,0,28.2,0,32.4,116.64,73,86.1949,8.3531,24.614,888.2959,9.0381,177.1032
20.71677,39.82737,5/2/2018,2,0,30.3,0,18.9,68.04,89,82.0533,6.4906,20.158,44.2346,7.192,27.2535
20.71714,39.82797,5/8/2022,8,0,37.8,0,28.4,102.24,77,85.2338,7.8471,24.808,375.9642,8.7639,109.2141
16.73551,43.04829,17-04-2025,4,0,36.6,0,19.5,70.2,74,85.7056,8.3763,22.542,79.8824,8.6848,42.9416
18.71578,42.75441,18-01-2018,1,0,20.9,0,30,108,91,79.9144,6.2438,18.466,260.2903,6.7672,81.9728
21.20313,40.44302,30-04-2021,4,0,27.1,0.3,24.2,87.12,48,88.7872,9.555,20.832,290.5028,9.4906,96.5427
18.24681,42.57573,20-05-2025,5,0,26.7,0,20,72,59,86.8378,9.0007,22.21,102.6022,8.9946,50.892
19.29176,41.74336,9/7/2018,7,0,39.6,0,17.1,61.56,48,90.9855,10.9705,25.832,109.7796,10.9421,56.6695
20.71536,39.82231,4/3/2018,3,0,32.5,0,26.7,96.12,68,86.2396,7.8328,20.554,317.86,8.0225,96.682
18.24421,42.5759,25-05-2019,5,0,22,0.1,14.8,53.28,83,82.9431,7.0338,21.364,23.4918,7.7164,17.8018
20.71485,39.827,22-03-2018,3,0,34.6,0,17.3,62.28,70,86.1827,7.8256,20.932,57.3051,8.09,33.7716
17.1786,42.80537,18-03-2022,3,0,33.7,2.7,17.6,63.36,80,85.0477,7.1864,20.77,51.6585,7.7066,30.9982
20.30835,41.69142,28-12-2017,12,0,22.6,0,24.3,87.48,63,85.5421,6.9965,18.772,186.5137,7.2436,68.5938
21.20262,40.4428,3/7/2019,7,0,34.3,0,17.6,63.36,29,93.6558,11.9029,24.878,175.1281,11.8177,77.0905
19.28836,41.74253,28-12-2022,12,0,29.4,0,13.8,49.68,76,85.0477,6.8318,19.996,25.9279,7.3692,18.8229
16.73556,43.05125,29-11-2017,11,0,33.9,0,24.6,88.56,91,81.6877,6.4176,20.806,119.0527,7.2469,52.1381
20.71522,39.82894,26-07-2021,7,0,39.2,0,36.4,131.04,54,89.8804,10.3538,25.76,3107.5827,10.3515,352.3507
19.28837,41.74355,26-01-2018,1,0,29.9,0,18.5,66.6,96,78.4024,6.1527,20.086,27.9632,6.9687,19.4967
17.78572,43.716,6/2/2024,2,0,23,0,29,104.4,95,78.183,9.1679,28.092,184.2995,10.0975,75.4634
20.97542,40.92812,6/4/2025,4,0,22.8,0,22.8,82.08,68,85.0477,7.8541,20.058,132.6821,7.9378,57.345
19.88933,41.6747,17-02-2018,2,0,19.6,0,24.5,88.2,86,81.6529,7.9123,26.838,116.4306,9.1101,55.2812
18.26591,42.50828,23-06-2024,6,0,30,0.8,15.2,54.72,74,85.0477,8.1288,23.804,33.4244,8.7702,24.0573
16.73632,43.04871,10/8/2022,8,0,31.7,0.6,15.6,56.16,95,79.2789,6.3386,23.71,17.9203,7.5986,14.4243
21.20313,40.44302,1/9/2023,9,0,35,0,22.4,80.64,28,94.0614,14.1825,28.836,442.5452,14.0832,138.6462
17.78646,43.71373,23-07-2020,7,0,29,0,33.8,121.68,91,80.9661,6.6362,23.924,581.065,7.8374,134.9824
19.2906,41.74216,28-06-2018,6,0,39.2,0,14.2,51.12,53,90.0024,10.9865,25.46,56.3687,10.9505,37.145
20.7163,39.82541,29-12-2022,12,0,29.2,0.5,29,104.4,88,82.2647,6.4132,19.96,283.5946,7.1129,87.4149
17.44052,42.74555,6/8/2024,8,0,32.9,0.2,27.6,99.36,94,79.9882,7.5097,28.994,169.7061,9.1164,69.5383
20.71628,39.82631,21-08-2019,8,0,42.8,0,42,151.2,39,93.2681,11.5284,25.708,13873.3944,11.4741,748.9635
16.74258,43.29831,5/6/2025,6,0,36.9,0,14.6,52.56,62,88.6009,12.4173,30.69,49.57,12.4118,35.7569
20.71773,39.82666,4/6/2025,6,0,38.5,0,27.7,99.72,66,87.6018,9.5446,25.334,462.4767,9.8303,126.9718
21.12544,40.14082,29-03-2018,3,0,30,0,22.7,81.72,32,92.2979,11.3494,25.028,365.2008,11.2898,116.0677
19.71089,42.08939,2/3/2018,3,0,18.6,0,16.2,58.32,80,83.2503,6.6716,18.052,31.5035,6.9354,21.2143
21.11746,40.15492,22-01-2018,1,0,22.3,0,17,61.2,69,85.0477,6.893,18.718,46.3311,7.1778,28.1132
16.73709,43.04971,4/1/2023,1,0,31.2,0,22.2,79.92,83,84.2407,6.676,20.32,106.6209,7.3308,48.8351
20.71542,39.82893,12/5/2025,5,0,43.7,0,38.4,138.24,48,91.7405,12.133,25.27,5823.6858,12.0461,501.0669
20.35695,41.20956,9/6/2018,6,0,29.6,0.9,20.3,73.08,69,85.5842,8.5055,23.732,90.8078,8.9721,47.0948
20.71628,39.8268,25-01-2018,1,0,28.8,0,21.8,78.48,61,86.8572,7.4356,19.888,142.6145,7.6866,59.3485
19.29037,41.74619,11/6/2025,6,0,39.6,0,19.1,68.76,51,90.4539,11.2503,25.532,146.2641,11.2044,68.0182
18.2472,42.57857,11/7/2018,7,0,28.2,0,22.5,81,72,85.0477,7.9268,23.78,125.6543,8.6473,56.9754
18.01724,42.76013,28-05-2023,5,0,19.7,0,10.5,37.8,85,82.1538,6.8214,20.95,9.7568,7.5208,8.7539
20.71493,39.82573,12/11/2017,11,0,34.3,0,21.1,75.96,74,85.3459,7.2203,20.878,101.5708,7.7447,48.1894
16.7355,43.05077,2/12/2017,12,0,34.4,0,24,86.4,92,81.277,6.3227,20.896,101.7583,7.1994,47.1545
20.12757,41.28718,27-12-2019,12,0,14.9,0,16.6,59.76,100,74.5318,8.051,24.652,15.1767,8.8645,13.4773
17.45361,43.09927,19-12-2024,12,0,21.5,0,11.6,41.76,61,85.6552,7.0016,18.574,18.9241,7.2093,14.7436
20.71634,39.82669,19-02-2018,2,0,30.8,0,25.6,92.16,70,85.593,7.3594,20.248,237.7978,7.7116,80.7234
18.70543,42.07595,17-12-2017,12,0,28.5,0,8.3,29.88,72,85.0477,6.9418,19.834,9.5601,7.4047,8.5433
18.24529,42.5759,25-08-2022,8,0,26.1,0,19.8,71.28,75,85.0477,7.4038,22.702,76.9953,8.157,41.0774
20.71946,39.82549,23-12-2017,12,0,31.6,0,29,104.4,79,85.0477,6.7804,20.392,408.569,7.4052,109.0594
17.41759,42.5637,18-12-2017,12,0,29.9,0,17.6,63.36,86,83.1102,6.4932,20.086,39.8846,7.182,25.3607
19.29111,41.74264,17-03-2022,3,0,31.4,0,17.3,62.28,85,83.6626,6.831,20.356,40.5876,7.4293,25.969
19.29087,41.74284,11/6/2023,6,0,35.4,0,12.2,43.92,79,85.0477,8.0179,24.776,19.3961,8.8643,16.2698
19.28952,41.74349,4/12/2017,12,0,29.6,0,15.6,56.16,92,80.6398,6.2791,20.032,20.6342,7.0408,15.6121
21.12045,40.12787,19-07-2019,7,0,31.4,0,13.2,47.52,26,93.647,12.8337,31.86,78.7365,12.8303,48.7352
16.8548,43.19967,26-03-2018,3,0,33.2,0,17.6,63.36,66,86.6949,7.9879,20.68,65.0533,8.1275,36.7735
18.56547,41.82105,3/2/2018,2,0,25.7,0.1,11.3,40.68,90,81.0948,6.3807,19.33,9.9529,6.9917,8.6334
20.71644,39.82755,7/4/2025,4,0,35.7,0,22,79.2,81,85.0477,7.6951,22.38,114.7588,8.2761,53.1199
21.13071,40.19677,28-12-2024,12,0,18.4,0.2,15.2,54.72,100,74.5537,6,18.016,11.7862,6.5481,9.7098
20.71594,39.82635,18-07-2019,7,0,39.7,0,26,93.6,73,86.4245,9.7835,31.098,287.3555,10.9526,100.328
17.18767,42.94408,17-11-2017,11,0,35.2,0,24.5,88.2,77,85.0477,7.1069,21.04,180.6105,7.7063,68.5364
18.24413,42.57837,24-08-2022,8,0,27.3,0,24,86.4,69,85.2341,7.8176,22.918,169.2461,8.4388,67.7667
19.29007,41.73928,1/6/2019,6,0,37.1,0,20.3,73.08,70,86.597,9.017,25.082,104.7026,9.4978,52.4735
16.73719,43.05305,8/4/2025,4,0,36.8,0,21.5,77.4,74,85.7398,8.3889,22.578,115.3703,8.6982,54.1515
20.71626,39.82755,6/6/2025,6,0,42.2,0,33,118.8,70,87.4548,9.4198,26,1184.4373,9.8857,211.7498
19.29147,41.74257,9/6/2025,6,0,39.3,0,20.1,72.36,45,91.4911,11.8498,25.478,203.286,11.778,84.0644
19.21405,41.52428,9/11/2023,11,0,34.4,0,15.6,56.16,79,85.0477,6.9884,20.896,35.9399,7.6122,24.0614
16.7356,43.0512,3/11/2017,11,0,35.6,0,22.6,81.36,83,83.0047,6.97,25.838,97.4633,8.3254,48.0517
19.28803,41.7441,19-03-2018,3,0,33.8,0,15.4,55.44,83,84.6456,7.0113,20.788,32.8028,7.6078,22.5559
19.28922,41.7459,26-02-2018,2,0,32.7,0,20.1,72.36,94,80.0121,8.9891,29.098,43.6422,10.1439,30.4798
16.95652,42.84836,10/7/2018,7,0,40.9,0,33.8,121.68,56,89.8233,13.925,37.204,1923.2407,14.3874,303.8814
18.38678,42.72636,30-07-2020,7,0,26.1,4,16.7,60.12,96,77.9784,6.2555,23.402,19.452,7.4994,15.284
18.24726,42.57645,4/6/2020,6,0,27.1,0,24.5,88.2,65,86.3205,11.0663,31.9,215.7086,11.853,87.2088
18.01162,42.73275,24-10-2018,10,0,18.6,0.4,9.8,35.28,90,80.3912,6.2985,19.052,7.0128,6.8968,6.2513
19.28854,41.7426,1/8/2022,8,0,34.5,0.3,17.8,64.08,77,85.0477,7.6904,24.214,53.5671,8.5734,32.9369
17.48745,42.54852,10/12/2017,12,0,31.6,0,22.8,82.08,74,85.0477,6.9662,20.392,132.6821,7.5146,56.3825
17.55338,43.21481,19-08-2018,8,0,23.9,0.2,14.8,53.28,82,83.4654,6.929,22.306,25.1306,7.8004,18.7836
20.71879,39.8282,13-05-2023,5,0,38.2,0,19.3,69.48,59,88.7923,10.242,24.28,119.5186,10.2169,58.3432
20.71467,39.82617,4/8/2020,8,0,37.3,0,24.4,87.84,74,87.4714,13.3125,35.964,249.4656,13.8283,99.8385
20.44893,40.47237,29-07-2022,7,0,43.1,0,25.9,93.24,72,87.1914,8.9066,26.462,314.6528,9.6734,101.6617
20.71576,39.8236,3/12/2017,12,0,33.1,0,21.7,78.12,95,79.4346,6.1943,20.662,55.0212,7.0813,31.442
18.24787,42.57761,17-03-2018,3,0,20.3,0,20.6,74.16,92,79.4834,6.2918,18.358,45.286,6.777,27.1523
20.32574,40.89713,8/11/2017,11,0,33.3,0,15.4,55.44,93,80.7287,12.8896,31.518,20.0952,12.879,19.4472
20.58426,40.93208,17-03-2024,3,0,22.7,0,18.5,66.6,80,83.7883,6.8114,18.79,51.3023,7.1464,30.0851
16.73679,43.05194,19-06-2025,6,0,39.6,0,23.1,83.16,64,88.1467,9.8574,25.532,217.0578,10.0319,82.9329
20.71485,39.828,24-01-2018,1,0,30.1,0,22.6,81.36,50,88.9625,7.9205,20.122,222.8586,7.9841,78.5021
19.28893,41.74251,18-02-2018,2,0,30.2,0,17.7,63.72,82,84.3755,6.8003,20.14,47.9963,7.3751,29.0612
19.28889,41.74606,14-07-2019,7,0,41.1,0,22.3,80.28,45,91.8215,13.112,31.656,317.5256,13.0952,112.4844
18.24363,42.57877,24-05-2018,5,0,28.6,0,23,82.8,60,86.9985,9.1276,22.552,180.8969,9.1221,72.2587
18.0207,42.73056,7/1/2018,1,0,13.1,0.2,11.1,39.96,95,77.7724,6.0874,17.062,6.9246,6.435,5.9838
20.71709,39.82767,3/8/2018,8,0,40.9,0,31.6,113.76,75,86.1891,8.1677,25.366,767.6796,9.0501,163.7478
18.24358,42.57854,12/7/2019,7,0,27,0,24.8,89.28,54,87.7487,9.0357,23.564,279.0914,9.2266,93.5262
18.26401,42.58393,27-04-2020,4,0,24.1,0,19.7,70.92,87,81.9523,6.7942,20.292,50.521,7.3968,30.1182
16.92948,42.77795,12/2/2018,2,0,30.8,0,23.1,83.16,85,83.5645,6.6797,20.248,114.7451,7.3213,51.1136
20.97054,40.49318,15-06-2025,6,0,32.2,0,25.9,93.24,25,94.1605,12.5751,24.2,846.5514,12.4506,189.6478
19.28963,41.74466,13-03-2023,3,0,26.6,0.5,16.2,58.32,93,79.7561,6.3305,19.492,20.9512,6.9876,15.7496
